"","observation_date","common_name","observation_count"
"7152",2022-07-31,"Chipping Sparrow",NA
"7153",2022-07-31,"Common Grackle",11
"7154",2022-07-31,"Common Yellowthroat",1
"7155",2022-07-31,"Cooper's Hawk",1
"7156",2022-07-31,"Double-crested Cormorant",8
"7157",2022-07-31,"Downy Woodpecker",NA
"7158",2022-07-31,"Eastern Bluebird",25
"7159",2022-07-31,"Eastern Kingbird",1
"7160",2022-07-31,"Eastern Meadowlark",3
"7161",2022-07-31,"Eastern Phoebe",2
"7162",2022-07-31,"Eastern Towhee",NA
"7163",2022-07-31,"European Starling",141
"7164",2022-07-31,"Field Sparrow",NA
"7165",2022-07-31,"Fish Crow",2
"7166",2022-07-31,"Gray Catbird",2
"7167",2022-07-31,"Great Blue Heron",6
"7168",2022-07-31,"Great Crested Flycatcher",2
"7169",2022-07-31,"Great Egret",1
"7170",2022-07-31,"Green Heron",2
"7171",2022-07-31,"House Finch",NA
"7172",2022-07-31,"House Sparrow",4
"7173",2022-07-31,"Indigo Bunting",8
"7174",2022-07-31,"Killdeer",1
"7175",2022-07-31,"Mourning Dove",NA
"7176",2022-07-31,"Northern Cardinal",NA
"7177",2022-07-31,"Northern Flicker",4
"7178",2022-07-31,"Northern Mockingbird",NA
"7179",2022-07-31,"Osprey",NA
"7180",2022-07-31,"Prairie Warbler",2
"7181",2022-07-31,"Prothonotary Warbler",1
"7182",2022-07-31,"Purple Martin",3
"7183",2022-07-31,"Red-bellied Woodpecker",NA
"7184",2022-07-31,"Red-eyed Vireo",1
"7185",2022-07-31,"Red-tailed Hawk",5
"7186",2022-07-31,"Rock Pigeon",171
"7187",2022-07-31,"Ruby-throated Hummingbird",NA
"7188",2022-07-31,"Song Sparrow",NA
"7189",2022-07-31,"Summer Tanager",2
"7190",2022-07-31,"Tree Swallow",3
"7191",2022-07-31,"Tufted Titmouse",NA
"7192",2022-07-31,"Turkey Vulture",NA
"7193",2022-07-31,"White-breasted Nuthatch",NA
"7194",2022-07-31,"Wood Duck",1
"7195",2022-07-31,"Yellow-billed Cuckoo",1
"7196",2022-08-01,"American Crow",NA
"7197",2022-08-01,"American Goldfinch",NA
"7198",2022-08-01,"American Kestrel",1
"7199",2022-08-01,"American Redstart",1
"7200",2022-08-01,"American Robin",NA
"7201",2022-08-01,"Barn Swallow",22
"7202",2022-08-01,"Belted Kingfisher",1
"7203",2022-08-01,"Black Vulture",NA
"7204",2022-08-01,"Blue Grosbeak",NA
"7205",2022-08-01,"Blue Jay",NA
"7206",2022-08-01,"Blue-gray Gnatcatcher",3
"7207",2022-08-01,"Broad-winged Hawk",1
"7208",2022-08-01,"Brown Thrasher",1
"7209",2022-08-01,"Brown-headed Cowbird",9
"7210",2022-08-01,"Canada Goose",NA
"7211",2022-08-01,"Carolina Chickadee",NA
"7212",2022-08-01,"Carolina Wren",NA
"7213",2022-08-01,"Chimney Swift",NA
"7214",2022-08-01,"Chipping Sparrow",1
"7215",2022-08-01,"Cliff Swallow",NA
"7216",2022-08-01,"Common Grackle",68
"7217",2022-08-01,"Common Yellowthroat",1
"7218",2022-08-01,"Double-crested Cormorant",3
"7219",2022-08-01,"Downy Woodpecker",NA
"7220",2022-08-01,"Eastern Bluebird",31
"7221",2022-08-01,"Eastern Kingbird",NA
"7222",2022-08-01,"Eastern Meadowlark",3
"7223",2022-08-01,"Eastern Phoebe",3
"7224",2022-08-01,"Eastern Towhee",NA
"7225",2022-08-01,"European Starling",86
"7226",2022-08-01,"Field Sparrow",NA
"7227",2022-08-01,"Fish Crow",1
"7228",2022-08-01,"Gray Catbird",1
"7229",2022-08-01,"Great Blue Heron",5
"7230",2022-08-01,"Great Crested Flycatcher",1
"7231",2022-08-01,"Green Heron",6
"7232",2022-08-01,"Hairy Woodpecker",NA
"7233",2022-08-01,"House Finch",NA
"7234",2022-08-01,"House Sparrow",3
"7235",2022-08-01,"Indigo Bunting",NA
"7236",2022-08-01,"Killdeer",NA
"7237",2022-08-01,"Mallard",NA
"7238",2022-08-01,"Mourning Dove",NA
"7239",2022-08-01,"Northern Cardinal",NA
"7240",2022-08-01,"Northern Mockingbird",NA
"7241",2022-08-01,"Northern Rough-winged Swallow",6
"7242",2022-08-01,"Orchard Oriole",4
"7243",2022-08-01,"Osprey",NA
"7244",2022-08-01,"Purple Martin",4
"7245",2022-08-01,"Red-bellied Woodpecker",11
"7246",2022-08-01,"Red-shouldered Hawk",2
"7247",2022-08-01,"Red-tailed Hawk",2
"7248",2022-08-01,"Red-winged Blackbird",6
"7249",2022-08-01,"Rock Pigeon",NA
"7250",2022-08-01,"Ruby-throated Hummingbird",NA
"7251",2022-08-01,"Solitary Sandpiper",1
"7252",2022-08-01,"Song Sparrow",NA
"7253",2022-08-01,"Tree Swallow",NA
"7254",2022-08-01,"Tufted Titmouse",NA
"7255",2022-08-01,"Turkey Vulture",NA
"7256",2022-08-01,"White-breasted Nuthatch",NA
"7257",2022-08-01,"Yellow Warbler",1
"7258",2022-08-02,"American Crow",16
"7259",2022-08-02,"American Goldfinch",NA
"7260",2022-08-02,"American Redstart",2
"7261",2022-08-02,"American Robin",27
"7262",2022-08-02,"Bald Eagle",1
"7263",2022-08-02,"Barn Swallow",36
"7264",2022-08-02,"Belted Kingfisher",1
"7265",2022-08-02,"Black Vulture",9
"7266",2022-08-02,"Blue Grosbeak",6
"7267",2022-08-02,"Blue Jay",NA
"7268",2022-08-02,"Blue-gray Gnatcatcher",7
"7269",2022-08-02,"Brown Thrasher",7
"7270",2022-08-02,"Brown-headed Cowbird",2
"7271",2022-08-02,"Brown-headed Nuthatch",1
"7272",2022-08-02,"Canada Goose",107
"7273",2022-08-02,"Carolina Chickadee",NA
"7274",2022-08-02,"Carolina Wren",NA
"7275",2022-08-02,"Cedar Waxwing",6
"7276",2022-08-02,"Chimney Swift",55
"7277",2022-08-02,"Chipping Sparrow",1
"7278",2022-08-02,"Cliff Swallow",43
"7279",2022-08-02,"Common Grackle",123
"7280",2022-08-02,"Common Yellowthroat",7
"7281",2022-08-02,"Cooper's Hawk",1
"7282",2022-08-02,"Double-crested Cormorant",6
"7283",2022-08-02,"Downy Woodpecker",NA
"7284",2022-08-02,"Eastern Bluebird",5
"7285",2022-08-02,"Eastern Kingbird",16
"7286",2022-08-02,"Eastern Phoebe",1
"7287",2022-08-02,"Eastern Towhee",22
"7288",2022-08-02,"Eastern Wood-Pewee",3
"7289",2022-08-02,"European Starling",NA
"7290",2022-08-02,"Field Sparrow",11
"7291",2022-08-02,"Fish Crow",3
"7292",2022-08-02,"Gray Catbird",2
"7293",2022-08-02,"Great Blue Heron",4
"7294",2022-08-02,"Great Crested Flycatcher",2
"7295",2022-08-02,"Green Heron",4
"7296",2022-08-02,"Hairy Woodpecker",1
"7297",2022-08-02,"Hooded Warbler",2
"7298",2022-08-02,"House Finch",NA
"7299",2022-08-02,"House Sparrow",NA
"7300",2022-08-02,"Indigo Bunting",17
"7301",2022-08-02,"Killdeer",1
"7302",2022-08-02,"Mallard",23
"7303",2022-08-02,"Mourning Dove",NA
"7304",2022-08-02,"Muscovy Duck",2
"7305",2022-08-02,"Northern Cardinal",NA
"7306",2022-08-02,"Northern Flicker",2
"7307",2022-08-02,"Northern Mockingbird",12
"7308",2022-08-02,"Northern Rough-winged Swallow",10
"7309",2022-08-02,"Osprey",4
"7310",2022-08-02,"Pileated Woodpecker",1
"7311",2022-08-02,"Purple Martin",2
"7312",2022-08-02,"Red-bellied Woodpecker",NA
"7313",2022-08-02,"Red-eyed Vireo",3
"7314",2022-08-02,"Red-tailed Hawk",2
"7315",2022-08-02,"Red-winged Blackbird",5
"7316",2022-08-02,"Rock Pigeon",14
"7317",2022-08-02,"Ruby-throated Hummingbird",NA
"7318",2022-08-02,"Song Sparrow",8
"7319",2022-08-02,"Tree Swallow",6
"7320",2022-08-02,"Tufted Titmouse",NA
"7321",2022-08-02,"Turkey Vulture",8
"7322",2022-08-02,"White-breasted Nuthatch",NA
"7323",2022-08-02,"White-eyed Vireo",2
"7324",2022-08-02,"Wood Duck",2
"7325",2022-08-02,"Wood Thrush",1
"7326",2022-08-02,"Yellow Warbler",2
"7327",2022-08-02,"Yellow-billed Cuckoo",2
"7328",2022-08-02,"Yellow-breasted Chat",1
"7329",2022-08-03,"American Crow",27
"7330",2022-08-03,"American Goldfinch",NA
"7331",2022-08-03,"American Redstart",2
"7332",2022-08-03,"American Robin",31
"7333",2022-08-03,"Barn Swallow",42
"7334",2022-08-03,"Belted Kingfisher",6
"7335",2022-08-03,"Black Vulture",5
"7336",2022-08-03,"Blue Grosbeak",3
"7337",2022-08-03,"Blue Jay",NA
"7338",2022-08-03,"Blue-gray Gnatcatcher",3
"7339",2022-08-03,"Broad-winged Hawk",1
"7340",2022-08-03,"Brown Thrasher",6
"7341",2022-08-03,"Canada Goose",92
"7342",2022-08-03,"Carolina Chickadee",NA
"7343",2022-08-03,"Carolina Wren",NA
"7344",2022-08-03,"Cedar Waxwing",5
"7345",2022-08-03,"Cerulean Warbler",1
"7346",2022-08-03,"Chimney Swift",6
"7347",2022-08-03,"Chipping Sparrow",1
"7348",2022-08-03,"Cliff Swallow",15
"7349",2022-08-03,"Common Grackle",19
"7350",2022-08-03,"Common Yellowthroat",7
"7351",2022-08-03,"Cooper's Hawk",1
"7352",2022-08-03,"Double-crested Cormorant",10
"7353",2022-08-03,"Downy Woodpecker",NA
"7354",2022-08-03,"Eastern Bluebird",21
"7355",2022-08-03,"Eastern Kingbird",9
"7356",2022-08-03,"Eastern Phoebe",3
"7357",2022-08-03,"Eastern Towhee",28
"7358",2022-08-03,"Eastern Wood-Pewee",4
"7359",2022-08-03,"European Starling",35
"7360",2022-08-03,"Field Sparrow",23
"7361",2022-08-03,"Fish Crow",3
"7362",2022-08-03,"Gray Catbird",4
"7363",2022-08-03,"Great Blue Heron",9
"7364",2022-08-03,"Great Crested Flycatcher",2
"7365",2022-08-03,"Great Egret",1
"7366",2022-08-03,"Great Horned Owl",1
"7367",2022-08-03,"Hairy Woodpecker",NA
"7368",2022-08-03,"House Finch",NA
"7369",2022-08-03,"House Sparrow",7
"7370",2022-08-03,"Indigo Bunting",18
"7371",2022-08-03,"Killdeer",2
"7372",2022-08-03,"Mallard",3
"7373",2022-08-03,"Mourning Dove",NA
"7374",2022-08-03,"Northern Bobwhite",1
"7375",2022-08-03,"Northern Cardinal",NA
"7376",2022-08-03,"Northern Flicker",5
"7377",2022-08-03,"Northern Mockingbird",32
"7378",2022-08-03,"Northern Rough-winged Swallow",6
"7379",2022-08-03,"Osprey",8
"7380",2022-08-03,"Pileated Woodpecker",4
"7381",2022-08-03,"Prothonotary Warbler",1
"7382",2022-08-03,"Purple Martin",5
"7383",2022-08-03,"Red-bellied Woodpecker",12
"7384",2022-08-03,"Red-tailed Hawk",1
"7385",2022-08-03,"Red-winged Blackbird",7
"7386",2022-08-03,"Rock Pigeon",3
"7387",2022-08-03,"Ruby-throated Hummingbird",NA
"7388",2022-08-03,"Scarlet Tanager",1
"7389",2022-08-03,"Song Sparrow",19
"7390",2022-08-03,"Summer Tanager",4
"7391",2022-08-03,"Tree Swallow",13
"7392",2022-08-03,"Tufted Titmouse",NA
"7393",2022-08-03,"Turkey Vulture",6
"7394",2022-08-03,"White-breasted Nuthatch",NA
"7395",2022-08-03,"White-eyed Vireo",2
"7396",2022-08-03,"Wild Turkey",11
"7397",2022-08-03,"Wood Duck",3
"7398",2022-08-03,"Yellow-billed Cuckoo",2
"7399",2022-08-03,"Yellow-breasted Chat",2
"7400",2022-08-04,"American Crow",20
"7401",2022-08-04,"American Goldfinch",17
"7402",2022-08-04,"American Redstart",2
"7403",2022-08-04,"American Robin",25
"7404",2022-08-04,"Bald Eagle",1
"7405",2022-08-04,"Belted Kingfisher",1
"7406",2022-08-04,"Black Vulture",1
"7407",2022-08-04,"Black-and-white Warbler",1
"7408",2022-08-04,"Blue Grosbeak",1
"7409",2022-08-04,"Blue Jay",16
"7410",2022-08-04,"Blue-gray Gnatcatcher",7
"7411",2022-08-04,"Brown Thrasher",5
"7412",2022-08-04,"Canada Goose",9
"7413",2022-08-04,"Carolina Chickadee",37
"7414",2022-08-04,"Carolina Wren",44
"7415",2022-08-04,"Cerulean Warbler",1
"7416",2022-08-04,"Chimney Swift",5
"7417",2022-08-04,"Chipping Sparrow",1
"7418",2022-08-04,"Common Grackle",100
"7419",2022-08-04,"Common Yellowthroat",1
"7420",2022-08-04,"Double-crested Cormorant",3
"7421",2022-08-04,"Downy Woodpecker",17
"7422",2022-08-04,"Eastern Bluebird",13
"7423",2022-08-04,"Eastern Kingbird",4
"7424",2022-08-04,"Eastern Meadowlark",2
"7425",2022-08-04,"Eastern Phoebe",4
"7426",2022-08-04,"Eastern Towhee",23
"7427",2022-08-04,"Eastern Wood-Pewee",4
"7428",2022-08-04,"European Starling",7
"7429",2022-08-04,"Field Sparrow",4
"7430",2022-08-04,"Fish Crow",1
"7431",2022-08-04,"Gray Catbird",3
"7432",2022-08-04,"Great Blue Heron",6
"7433",2022-08-04,"Great Egret",2
"7434",2022-08-04,"Green Heron",3
"7435",2022-08-04,"Hairy Woodpecker",2
"7436",2022-08-04,"House Finch",39
"7437",2022-08-04,"Indigo Bunting",7
"7438",2022-08-04,"Mallard",3
"7439",2022-08-04,"Mourning Dove",34
"7440",2022-08-04,"Northern Cardinal",62
"7441",2022-08-04,"Northern Flicker",4
"7442",2022-08-04,"Northern Mockingbird",14
"7443",2022-08-04,"Northern Parula",2
"7444",2022-08-04,"Northern Rough-winged Swallow",10
"7445",2022-08-04,"Osprey",2
"7446",2022-08-04,"Pileated Woodpecker",1
"7447",2022-08-04,"Pine Warbler",1
"7448",2022-08-04,"Purple Martin",1
"7449",2022-08-04,"Red-bellied Woodpecker",19
"7450",2022-08-04,"Red-eyed Vireo",4
"7451",2022-08-04,"Red-tailed Hawk",1
"7452",2022-08-04,"Red-winged Blackbird",4
"7453",2022-08-04,"Rock Pigeon",NA
"7454",2022-08-04,"Ruby-throated Hummingbird",24
"7455",2022-08-04,"Scarlet Tanager",3
"7456",2022-08-04,"Song Sparrow",6
"7457",2022-08-04,"Summer Tanager",4
"7458",2022-08-04,"Tree Swallow",4
"7459",2022-08-04,"Tufted Titmouse",29
"7460",2022-08-04,"White-breasted Nuthatch",10
"7461",2022-08-04,"Wild Turkey",1
"7462",2022-08-04,"Yellow-billed Cuckoo",1
"7463",2022-08-04,"Yellow-breasted Chat",1
"7464",2022-08-05,"American Crow",23
"7465",2022-08-05,"American Goldfinch",14
"7466",2022-08-05,"American Kestrel",2
"7467",2022-08-05,"American Redstart",1
"7468",2022-08-05,"American Robin",11
"7469",2022-08-05,"Barn Swallow",8
"7470",2022-08-05,"Belted Kingfisher",7
"7471",2022-08-05,"Black Vulture",5
"7472",2022-08-05,"Blue Grosbeak",5
"7473",2022-08-05,"Blue Jay",15
"7474",2022-08-05,"Blue-gray Gnatcatcher",12
"7475",2022-08-05,"Brown Thrasher",2
"7476",2022-08-05,"Canada Goose",5
"7477",2022-08-05,"Carolina Chickadee",31
"7478",2022-08-05,"Carolina Wren",44
"7479",2022-08-05,"Cedar Waxwing",2
"7480",2022-08-05,"Chimney Swift",6
"7481",2022-08-05,"Chipping Sparrow",2
"7482",2022-08-05,"Cliff Swallow",41
"7483",2022-08-05,"Common Grackle",24
"7484",2022-08-05,"Common Yellowthroat",11
"7485",2022-08-05,"Cooper's Hawk",2
"7486",2022-08-05,"Double-crested Cormorant",11
"7487",2022-08-05,"Downy Woodpecker",20
"7488",2022-08-05,"Eastern Bluebird",17
"7489",2022-08-05,"Eastern Kingbird",3
"7490",2022-08-05,"Eastern Meadowlark",2
"7491",2022-08-05,"Eastern Phoebe",4
"7492",2022-08-05,"Eastern Towhee",31
"7493",2022-08-05,"Eastern Wood-Pewee",3
"7494",2022-08-05,"European Starling",40
"7495",2022-08-05,"Field Sparrow",25
"7496",2022-08-05,"Fish Crow",1
"7497",2022-08-05,"Gray Catbird",1
"7498",2022-08-05,"Great Blue Heron",7
"7499",2022-08-05,"Great Egret",3
"7500",2022-08-05,"Great Horned Owl",1
"7501",2022-08-05,"Green Heron",4
"7502",2022-08-05,"Hooded Warbler",1
"7503",2022-08-05,"House Finch",38
"7504",2022-08-05,"House Wren",2
"7505",2022-08-05,"Indigo Bunting",28
"7506",2022-08-05,"Killdeer",11
"7507",2022-08-05,"Louisiana Waterthrush",2
"7508",2022-08-05,"Mourning Dove",29
"7509",2022-08-05,"Northern Bobwhite",1
"7510",2022-08-05,"Northern Cardinal",57
"7511",2022-08-05,"Northern Flicker",1
"7512",2022-08-05,"Northern Mockingbird",15
"7513",2022-08-05,"Northern Rough-winged Swallow",11
"7514",2022-08-05,"Osprey",8
"7515",2022-08-05,"Pectoral Sandpiper",1
"7516",2022-08-05,"Pileated Woodpecker",1
"7517",2022-08-05,"Red-bellied Woodpecker",8
"7518",2022-08-05,"Red-eyed Vireo",1
"7519",2022-08-05,"Red-shouldered Hawk",2
"7520",2022-08-05,"Red-tailed Hawk",2
"7521",2022-08-05,"Red-winged Blackbird",4
"7522",2022-08-05,"Rock Pigeon",23
"7523",2022-08-05,"Ruby-throated Hummingbird",18
"7524",2022-08-05,"Song Sparrow",7
"7525",2022-08-05,"Summer Tanager",4
"7526",2022-08-05,"Tree Swallow",3
"7527",2022-08-05,"Tufted Titmouse",24
"7528",2022-08-05,"Turkey Vulture",7
"7529",2022-08-05,"White-breasted Nuthatch",9
"7530",2022-08-05,"White-eyed Vireo",3
"7531",2022-08-05,"Wood Duck",1
"7532",2022-08-05,"Yellow-billed Cuckoo",2
"7533",2022-08-05,"Yellow-breasted Chat",2
"7534",2022-08-06,"American Crow",32
"7535",2022-08-06,"American Goldfinch",36
"7536",2022-08-06,"American Kestrel",1
"7537",2022-08-06,"American Redstart",1
"7538",2022-08-06,"American Robin",25
"7539",2022-08-06,"Barn Swallow",94
"7540",2022-08-06,"Belted Kingfisher",9
"7541",2022-08-06,"Black Vulture",1
"7542",2022-08-06,"Black-and-white Warbler",2
"7543",2022-08-06,"Blue Grosbeak",10
"7544",2022-08-06,"Blue Jay",27
"7545",2022-08-06,"Blue-gray Gnatcatcher",7
"7546",2022-08-06,"Brown Thrasher",5
"7547",2022-08-06,"Brown-headed Cowbird",1
"7548",2022-08-06,"Canada Goose",200
"7549",2022-08-06,"Carolina Chickadee",32
"7550",2022-08-06,"Carolina Wren",50
"7551",2022-08-06,"Cedar Waxwing",3
"7552",2022-08-06,"Cerulean Warbler",1
"7553",2022-08-06,"Chimney Swift",26
"7554",2022-08-06,"Chipping Sparrow",1
"7555",2022-08-06,"Cliff Swallow",20
"7556",2022-08-06,"Common Grackle",210
"7557",2022-08-06,"Common Yellowthroat",16
"7558",2022-08-06,"Cooper's Hawk",2
"7559",2022-08-06,"Double-crested Cormorant",4
"7560",2022-08-06,"Downy Woodpecker",16
"7561",2022-08-06,"Eastern Bluebird",28
"7562",2022-08-06,"Eastern Kingbird",10
"7563",2022-08-06,"Eastern Meadowlark",1
"7564",2022-08-06,"Eastern Phoebe",5
"7565",2022-08-06,"Eastern Towhee",44
"7566",2022-08-06,"Eastern Wood-Pewee",5
"7567",2022-08-06,"European Starling",196
"7568",2022-08-06,"Field Sparrow",26
"7569",2022-08-06,"Fish Crow",3
"7570",2022-08-06,"Gray Catbird",7
"7571",2022-08-06,"Great Blue Heron",6
"7572",2022-08-06,"Great Egret",3
"7573",2022-08-06,"Green Heron",3
"7574",2022-08-06,"Hairy Woodpecker",1
"7575",2022-08-06,"House Finch",41
"7576",2022-08-06,"House Sparrow",4
"7577",2022-08-06,"House Wren",2
"7578",2022-08-06,"Indigo Bunting",27
"7579",2022-08-06,"Killdeer",24
"7580",2022-08-06,"Mallard",8
"7581",2022-08-06,"Mourning Dove",59
"7582",2022-08-06,"Muscovy Duck",1
"7583",2022-08-06,"Northern Cardinal",57
"7584",2022-08-06,"Northern Flicker",6
"7585",2022-08-06,"Northern Mockingbird",50
"7586",2022-08-06,"Northern Parula",2
"7587",2022-08-06,"Northern Rough-winged Swallow",60
"7588",2022-08-06,"Osprey",8
"7589",2022-08-06,"Pileated Woodpecker",4
"7590",2022-08-06,"Purple Martin",1
"7591",2022-08-06,"Red-bellied Woodpecker",14
"7592",2022-08-06,"Red-eyed Vireo",2
"7593",2022-08-06,"Red-shouldered Hawk",2
"7594",2022-08-06,"Red-tailed Hawk",3
"7595",2022-08-06,"Red-winged Blackbird",12
"7596",2022-08-06,"Rock Pigeon",5
"7597",2022-08-06,"Ruby-throated Hummingbird",22
"7598",2022-08-06,"Song Sparrow",13
"7599",2022-08-06,"Summer Tanager",4
"7600",2022-08-06,"Tree Swallow",13
"7601",2022-08-06,"Tufted Titmouse",25
"7602",2022-08-06,"Turkey Vulture",3
"7603",2022-08-06,"White-breasted Nuthatch",8
"7604",2022-08-06,"Wild Turkey",2
"7605",2022-08-06,"Willow Flycatcher",2
"7606",2022-08-06,"Wood Duck",13
"7607",2022-08-06,"Worm-eating Warbler",1
"7608",2022-08-06,"Yellow Warbler",2
"7609",2022-08-06,"Yellow-billed Cuckoo",3
"7610",2022-08-06,"Yellow-breasted Chat",2
"7611",2022-08-07,"American Crow",52
"7612",2022-08-07,"American Goldfinch",NA
"7613",2022-08-07,"American Robin",16
"7614",2022-08-07,"Barn Swallow",70
"7615",2022-08-07,"Barred Owl",1
"7616",2022-08-07,"Belted Kingfisher",6
"7617",2022-08-07,"Black Vulture",5
"7618",2022-08-07,"Blue Grosbeak",7
"7619",2022-08-07,"Blue Jay",NA
"7620",2022-08-07,"Blue-gray Gnatcatcher",7
"7621",2022-08-07,"Brown Thrasher",6
"7622",2022-08-07,"Brown-headed Cowbird",15
"7623",2022-08-07,"Brown-headed Nuthatch",1
"7624",2022-08-07,"Canada Goose",31
"7625",2022-08-07,"Carolina Chickadee",NA
"7626",2022-08-07,"Carolina Wren",NA
"7627",2022-08-07,"Cedar Waxwing",10
"7628",2022-08-07,"Chimney Swift",9
"7629",2022-08-07,"Chipping Sparrow",5
"7630",2022-08-07,"Cliff Swallow",15
"7631",2022-08-07,"Common Grackle",6
"7632",2022-08-07,"Common Yellowthroat",19
"7633",2022-08-07,"Cooper's Hawk",4
"7634",2022-08-07,"Double-crested Cormorant",7
"7635",2022-08-07,"Downy Woodpecker",NA
"7636",2022-08-07,"Eastern Bluebird",31
"7637",2022-08-07,"Eastern Kingbird",13
"7638",2022-08-07,"Eastern Phoebe",5
"7639",2022-08-07,"Eastern Towhee",35
"7640",2022-08-07,"Eastern Wood-Pewee",15
"7641",2022-08-07,"European Starling",73
"7642",2022-08-07,"Field Sparrow",56
"7643",2022-08-07,"Fish Crow",1
"7644",2022-08-07,"Grasshopper Sparrow",2
"7645",2022-08-07,"Gray Catbird",3
"7646",2022-08-07,"Great Blue Heron",3
"7647",2022-08-07,"Great Crested Flycatcher",5
"7648",2022-08-07,"Great Egret",1
"7649",2022-08-07,"Green Heron",5
"7650",2022-08-07,"Hooded Warbler",3
"7651",2022-08-07,"House Finch",NA
"7652",2022-08-07,"House Sparrow",9
"7653",2022-08-07,"House Wren",1
"7654",2022-08-07,"Indigo Bunting",69
"7655",2022-08-07,"Mallard",57
"7656",2022-08-07,"Mourning Dove",NA
"7657",2022-08-07,"Northern Cardinal",NA
"7658",2022-08-07,"Northern Flicker",4
"7659",2022-08-07,"Northern Mockingbird",43
"7660",2022-08-07,"Northern Parula",1
"7661",2022-08-07,"Northern Rough-winged Swallow",203
"7662",2022-08-07,"Osprey",7
"7663",2022-08-07,"Pileated Woodpecker",7
"7664",2022-08-07,"Prothonotary Warbler",3
"7665",2022-08-07,"Red-bellied Woodpecker",NA
"7666",2022-08-07,"Red-eyed Vireo",7
"7667",2022-08-07,"Red-shouldered Hawk",2
"7668",2022-08-07,"Red-tailed Hawk",5
"7669",2022-08-07,"Red-winged Blackbird",2
"7670",2022-08-07,"Rock Pigeon",41
"7671",2022-08-07,"Ruby-throated Hummingbird",NA
"7672",2022-08-07,"Song Sparrow",16
"7673",2022-08-07,"Summer Tanager",1
"7674",2022-08-07,"Tree Swallow",35
"7675",2022-08-07,"Tufted Titmouse",NA
"7676",2022-08-07,"Turkey Vulture",24
"7677",2022-08-07,"White-breasted Nuthatch",NA
"7678",2022-08-07,"White-eyed Vireo",4
"7679",2022-08-07,"Wild Turkey",1
"7680",2022-08-07,"Willow Flycatcher",1
"7681",2022-08-07,"Yellow-billed Cuckoo",6
"7682",2022-08-07,"Yellow-breasted Chat",4
"7683",2022-08-07,"Yellow-throated Vireo",1
"7684",2022-08-08,"American Crow",37
"7685",2022-08-08,"American Goldfinch",28
"7686",2022-08-08,"American Robin",56
"7687",2022-08-08,"Barn Swallow",5
"7688",2022-08-08,"Belted Kingfisher",2
"7689",2022-08-08,"Blue Grosbeak",4
"7690",2022-08-08,"Blue Jay",15
"7691",2022-08-08,"Blue-gray Gnatcatcher",5
"7692",2022-08-08,"Broad-winged Hawk",1
"7693",2022-08-08,"Brown Thrasher",4
"7694",2022-08-08,"Canada Goose",166
"7695",2022-08-08,"Carolina Chickadee",28
"7696",2022-08-08,"Carolina Wren",20
"7697",2022-08-08,"Chimney Swift",2
"7698",2022-08-08,"Common Grackle",28
"7699",2022-08-08,"Common Yellowthroat",2
"7700",2022-08-08,"Cooper's Hawk",1
"7701",2022-08-08,"Double-crested Cormorant",4
"7702",2022-08-08,"Downy Woodpecker",5
"7703",2022-08-08,"Eastern Bluebird",19
"7704",2022-08-08,"Eastern Kingbird",4
"7705",2022-08-08,"Eastern Phoebe",4
"7706",2022-08-08,"Eastern Screech-Owl",1
"7707",2022-08-08,"Eastern Towhee",17
"7708",2022-08-08,"European Starling",15
"7709",2022-08-08,"Field Sparrow",11
"7710",2022-08-08,"Fish Crow",3
"7711",2022-08-08,"Gray Catbird",2
"7712",2022-08-08,"Great Blue Heron",5
"7713",2022-08-08,"Great Crested Flycatcher",1
"7714",2022-08-08,"Great Egret",3
"7715",2022-08-08,"Green Heron",2
"7716",2022-08-08,"Hairy Woodpecker",1
"7717",2022-08-08,"House Finch",45
"7718",2022-08-08,"House Sparrow",2
"7719",2022-08-08,"Indigo Bunting",17
"7720",2022-08-08,"Killdeer",2
"7721",2022-08-08,"Mallard",4
"7722",2022-08-08,"Mourning Dove",40
"7723",2022-08-08,"Muscovy Duck",23
"7724",2022-08-08,"Northern Cardinal",31
"7725",2022-08-08,"Northern Flicker",1
"7726",2022-08-08,"Northern Mockingbird",11
"7727",2022-08-08,"Orchard Oriole",1
"7728",2022-08-08,"Osprey",2
"7729",2022-08-08,"Pileated Woodpecker",1
"7730",2022-08-08,"Prothonotary Warbler",1
"7731",2022-08-08,"Red-bellied Woodpecker",6
"7732",2022-08-08,"Red-shouldered Hawk",2
"7733",2022-08-08,"Red-tailed Hawk",3
"7734",2022-08-08,"Rock Pigeon",17
"7735",2022-08-08,"Ruby-throated Hummingbird",11
"7736",2022-08-08,"Song Sparrow",5
"7737",2022-08-08,"Tree Swallow",4
"7738",2022-08-08,"Tufted Titmouse",20
"7739",2022-08-08,"Turkey Vulture",4
"7740",2022-08-08,"White-breasted Nuthatch",4
"7741",2022-08-08,"White-eyed Vireo",1
"7742",2022-08-08,"Yellow Warbler",2
"7743",2022-08-08,"Yellow-billed Cuckoo",3
"7744",2022-08-09,"American Crow",28
"7745",2022-08-09,"American Goldfinch",20
"7746",2022-08-09,"American Robin",32
"7747",2022-08-09,"Barn Swallow",33
"7748",2022-08-09,"Barred Owl",1
"7749",2022-08-09,"Belted Kingfisher",1
"7750",2022-08-09,"Black Vulture",2
"7751",2022-08-09,"Blue Grosbeak",2
"7752",2022-08-09,"Blue Jay",19
"7753",2022-08-09,"Blue-gray Gnatcatcher",4
